timestamp,sensor_id,event,details,reasons,dilution_cycle
2025-08-20T08:45:00.000000,120,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T08:46:00.000000,120,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T08:47:00.000000,071,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T08:47:00.000000,071,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T08:53:00.000000,119,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T08:53:00.000000,119,Dilution Cycle Started,Cycle #1 for VAV '24',['tvoc'],1
2025-08-20T08:53:00.000000,119,VAV Action,VAV '24' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-20T08:54:00.000000,086,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T08:55:00.000000,066,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T09:17:00.000000,071,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T09:21:00.000000,058,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T09:31:00.000000,046,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T09:33:00.000000,058,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T09:33:00.000000,058,Warming Cycle Started,Cycle #1 for VAV '01a',['temp'],1
2025-08-20T09:33:00.000000,058,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T09:40:00.000000,071,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T09:40:00.000000,071,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T09:43:00.000000,107,Branch Routing,Pollutant alert. Routing to Branch A.,"['tvoc', 'temp']",0
2025-08-20T09:43:00.000000,107,Branch A Skipped,No VAV mapping found,"['tvoc', 'temp']",1
2025-08-20T09:44:00.000000,066,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T09:44:00.000000,066,Warming Cycle Started,Cycle #1 for VAV '30',['temp'],1
2025-08-20T09:44:00.000000,066,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T09:46:00.000000,066,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T09:49:00.000000,042,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T09:53:00.000000,073,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T09:53:00.000000,073,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-20T09:57:00.000000,066,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T09:57:00.000000,066,Warming Cycle Started,Cycle #1 for VAV '30',['temp'],1
2025-08-20T09:57:00.000000,066,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T09:59:00.000000,042,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T09:59:00.000000,042,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T10:13:00.000000,066,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T10:28:00.000000,062,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T10:28:00.000000,062,Warming Cycle Started,Cycle #1 for VAV '05',['temp'],1
2025-08-20T10:28:00.000000,062,VAV Action (Warming),VAV '05' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T10:30:00.000000,047,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T10:30:00.000000,062,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T10:32:00.000000,067,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T10:32:00.000000,067,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T10:40:00.000000,067,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T11:00:00.000000,051,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T11:10:00.000000,067,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T11:10:00.000000,067,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T11:13:00.000000,073,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T11:13:00.000000,073,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-20T11:20:00.000000,067,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T11:28:00.000000,062,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T11:28:00.000000,062,Warming Cycle Started,Cycle #1 for VAV '05',['temp'],1
2025-08-20T11:28:00.000000,062,VAV Action (Warming),VAV '05' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T11:38:00.000000,051,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T11:38:00.000000,051,Warming Cycle Started,Cycle #1 for VAV '16',['temp'],1
2025-08-20T11:38:00.000000,051,VAV Action (Warming),VAV '16' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T11:39:00.000000,056,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T11:42:00.000000,062,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T11:49:00.000000,120,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T11:49:00.000000,120,Warming Cycle Started,Cycle #1 for VAV '04',['temp'],1
2025-08-20T11:49:00.000000,120,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T11:52:00.000000,062,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T11:52:00.000000,062,Warming Cycle Started,Cycle #1 for VAV '05',['temp'],1
2025-08-20T11:52:00.000000,062,VAV Action (Warming),VAV '05' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T11:56:00.000000,062,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T11:57:00.000000,046,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T11:57:00.000000,046,Warming Cycle Started,Cycle #1 for VAV '18',['temp'],1
2025-08-20T11:57:00.000000,046,VAV Action (Warming),VAV '18' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T12:01:00.000000,066,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T12:01:00.000000,066,Warming Cycle Started,Cycle #1 for VAV '30',['temp'],1
2025-08-20T12:01:00.000000,066,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T12:01:00.000000,067,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T12:01:00.000000,067,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T12:02:00.000000,062,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T12:02:00.000000,062,Warming Cycle Started,Cycle #1 for VAV '05',['temp'],1
2025-08-20T12:02:00.000000,062,VAV Action (Warming),VAV '05' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T12:02:00.000000,073,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T12:02:00.000000,073,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-20T12:04:00.000000,046,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T12:05:00.000000,060,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T12:11:00.000000,073,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T12:11:00.000000,073,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-20T12:18:00.000000,060,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T12:18:00.000000,060,Warming Cycle Started,Cycle #1 for VAV '06',['temp'],1
2025-08-20T12:18:00.000000,060,VAV Action (Warming),VAV '06' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T12:21:00.000000,047,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T12:21:00.000000,047,Warming Cycle Started,Cycle #1 for VAV '19',['temp'],1
2025-08-20T12:21:00.000000,047,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T12:23:00.000000,047,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T12:27:00.000000,062,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T12:34:00.000000,047,Branch Routing,Pollutant alert. Routing to Branch A.,"['tvoc', 'temp']",0
2025-08-20T12:34:00.000000,047,Dilution Cycle Started,Cycle #1 for VAV '19',"['tvoc', 'temp']",1
2025-08-20T12:34:00.000000,047,VAV Action,VAV '19' airflow not at max. Setting to maximum,"['tvoc', 'temp']",1
2025-08-20T12:37:00.000000,107,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T12:37:00.000000,107,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T12:39:00.000000,062,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T12:39:00.000000,062,Warming Cycle Started,Cycle #1 for VAV '05',['temp'],1
2025-08-20T12:39:00.000000,062,VAV Action (Warming),VAV '05' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T12:45:00.000000,107,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T12:47:00.000000,056,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T12:47:00.000000,056,Warming Cycle Started,Cycle #1 for VAV '09',['temp'],1
2025-08-20T12:47:00.000000,056,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T12:53:00.000000,111,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T12:53:00.000000,107,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T12:53:00.000000,107,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T12:55:00.000000,062,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T13:03:00.000000,107,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T13:04:00.000000,062,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T13:04:00.000000,062,Warming Cycle Started,Cycle #1 for VAV '05',['temp'],1
2025-08-20T13:04:00.000000,062,VAV Action (Warming),VAV '05' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T13:11:00.000000,062,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T13:18:00.000000,062,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T13:18:00.000000,062,Warming Cycle Started,Cycle #1 for VAV '05',['temp'],1
2025-08-20T13:18:00.000000,062,VAV Action (Warming),VAV '05' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T13:19:00.000000,107,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T13:19:00.000000,107,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T13:39:00.000000,107,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T14:20:00.000000,085,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T14:29:00.000000,051,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T14:29:00.000000,073,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T14:29:00.000000,073,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T14:32:00.000000,107,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T14:32:00.000000,107,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T14:45:00.000000,052,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T14:48:00.000000,107,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T14:57:00.000000,047,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T14:57:00.000000,047,Warming Cycle Started,Cycle #1 for VAV '19',['temp'],1
2025-08-20T14:57:00.000000,047,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T14:59:00.000000,107,Branch Routing,Pollutant alert. Routing to Branch A.,"['tvoc', 'temp']",0
2025-08-20T14:59:00.000000,107,Branch A Skipped,No VAV mapping found,"['tvoc', 'temp']",1
2025-08-20T15:07:00.000000,051,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T15:07:00.000000,051,Warming Cycle Started,Cycle #1 for VAV '16',['temp'],1
2025-08-20T15:07:00.000000,051,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T15:17:00.000000,067,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T15:17:00.000000,085,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T15:17:00.000000,085,Warming Cycle Started,Cycle #1 for VAV '29',['temp'],1
2025-08-20T15:17:00.000000,085,VAV Action (Warming),VAV '29' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T15:23:00.000000,067,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T15:23:00.000000,067,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T15:24:00.000000,051,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T15:31:00.000000,047,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T15:33:00.000000,085,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T15:40:00.000000,051,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T15:40:00.000000,051,Warming Cycle Started,Cycle #1 for VAV '16',['temp'],1
2025-08-20T15:40:00.000000,051,VAV Action (Warming),VAV '16' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T15:41:00.000000,070,Normalization,Dilution Successful! Pollutant levels normalized.,"",0
2025-08-20T15:57:00.000000,070,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T15:57:00.000000,070,Warming Cycle Started,Cycle #1 for VAV '27',['temp'],1
2025-08-20T15:57:00.000000,070,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T15:57:00.000000,085,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T15:57:00.000000,085,Warming Cycle Started,Cycle #1 for VAV '29',['temp'],1
2025-08-20T15:57:00.000000,085,VAV Action (Warming),VAV '29' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T16:15:00.000000,111,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T16:15:00.000000,111,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T16:18:00.000000,066,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T16:26:00.000000,066,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T16:26:00.000000,066,Warming Cycle Started,Cycle #1 for VAV '30',['temp'],1
2025-08-20T16:26:00.000000,066,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T16:50:00.000000,046,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T16:50:00.000000,046,Warming Cycle Started,Cycle #1 for VAV '18',['temp'],1
2025-08-20T16:50:00.000000,046,VAV Action (Warming),VAV '18' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T16:51:00.000000,046,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T16:55:00.000000,047,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T16:55:00.000000,047,Warming Cycle Started,Cycle #1 for VAV '19',['temp'],1
2025-08-20T16:55:00.000000,047,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T17:11:00.000000,046,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T17:11:00.000000,046,Warming Cycle Started,Cycle #1 for VAV '18',['temp'],1
2025-08-20T17:11:00.000000,046,VAV Action (Warming),VAV '18' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T17:12:00.000000,046,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T17:18:00.000000,062,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T17:21:00.000000,046,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T17:21:00.000000,046,Warming Cycle Started,Cycle #1 for VAV '18',['temp'],1
2025-08-20T17:21:00.000000,046,VAV Action (Warming),VAV '18' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T17:30:00.000000,060,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T17:30:00.000000,062,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T17:30:00.000000,062,Warming Cycle Started,Cycle #1 for VAV '05',['temp'],1
2025-08-20T17:30:00.000000,062,VAV Action (Warming),VAV '05' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T17:30:00.000000,107,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T17:30:00.000000,107,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T17:31:00.000000,107,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T17:44:00.000000,052,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T17:44:00.000000,052,Warming Cycle Started,Cycle #1 for VAV '15',['temp'],1
2025-08-20T17:44:00.000000,052,VAV Action (Warming),VAV '15' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-20T17:47:00.000000,060,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T17:47:00.000000,060,Warming Cycle Started,Cycle #1 for VAV '06',['temp'],1
2025-08-20T17:47:00.000000,060,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T18:00:00.000000,060,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T18:04:00.000000,073,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T18:06:00.000000,060,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T18:06:00.000000,060,Warming Cycle Started,Cycle #1 for VAV '06',['temp'],1
2025-08-20T18:06:00.000000,060,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T18:09:00.000000,107,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T18:09:00.000000,107,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T18:16:00.000000,107,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T18:24:00.000000,061,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T18:24:00.000000,061,Warming Cycle Started,Cycle #1 for VAV '07',['temp'],1
2025-08-20T18:24:00.000000,061,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T19:07:00.000000,062,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:08:00.000000,111,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:11:00.000000,058,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:11:00.000000,120,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:11:00.000000,067,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:12:00.000000,071,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:12:00.000000,101,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:15:00.000000,046,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:17:00.000000,117,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:23:00.000000,061,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:25:00.000000,071,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T19:25:00.000000,071,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T19:26:00.000000,059,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:28:00.000000,078,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:28:00.000000,117,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T19:28:00.000000,117,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T19:29:00.000000,056,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:32:00.000000,111,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-20T19:32:00.000000,111,Branch A Skipped,No VAV mapping found,['pm2_5'],1
2025-08-20T19:35:00.000000,047,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:35:00.000000,094,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:37:00.000000,101,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T19:37:00.000000,101,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-20T19:41:00.000000,063,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:41:00.000000,107,Branch Routing,Pollutant alert. Routing to Branch A.,"['tvoc', 'temp']",0
2025-08-20T19:41:00.000000,107,Branch A Skipped,No VAV mapping found,"['tvoc', 'temp']",1
2025-08-20T19:43:00.000000,057,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:45:00.000000,096,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:46:00.000000,108,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:46:00.000000,097,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:47:00.000000,066,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:48:00.000000,094,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T19:48:00.000000,094,Dilution Cycle Started,Cycle #1 for VAV '36',['tvoc'],1
2025-08-20T19:48:00.000000,094,VAV Action,VAV '36' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-20T19:48:00.000000,085,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:49:00.000000,093,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:50:00.000000,042,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:51:00.000000,096,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T19:51:00.000000,096,Dilution Cycle Started,Cycle #1 for VAV '35',['tvoc'],1
2025-08-20T19:51:00.000000,096,VAV Action,VAV '35' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-20T19:52:00.000000,063,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-20T19:52:00.000000,063,Warming Cycle Started,Cycle #1 for VAV '23',['temp'],1
2025-08-20T19:52:00.000000,063,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-20T19:52:00.000000,108,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T19:52:00.000000,108,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-20T19:53:00.000000,066,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T19:53:00.000000,066,Dilution Cycle Started,Cycle #1 for VAV '30',['tvoc'],1
2025-08-20T19:53:00.000000,066,VAV Action,VAV '30' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-20T19:55:00.000000,093,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T19:55:00.000000,093,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-20T19:57:00.000000,077,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T19:59:00.000000,063,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T20:01:00.000000,075,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T20:03:00.000000,077,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T20:03:00.000000,077,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-20T20:05:00.000000,063,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-20T20:05:00.000000,063,Dilution Cycle Started,Cycle #1 for VAV '23',['pm2_5'],1
2025-08-20T20:05:00.000000,063,PAD Action,VAV at max. PAD/FAD not at max. Increasing opening by 5%,['pm2_5'],1
2025-08-20T20:08:00.000000,060,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T20:14:00.000000,049,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T20:16:00.000000,067,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T20:16:00.000000,067,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-20T20:19:00.000000,097,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T20:19:00.000000,097,Dilution Cycle Started,Cycle #1 for VAV '32',['tvoc'],1
2025-08-20T20:19:00.000000,097,VAV Action,VAV '32' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-20T20:26:00.000000,078,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T20:26:00.000000,078,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-20T20:28:00.000000,075,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T20:28:00.000000,075,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-20T20:29:00.000000,050,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T20:33:00.000000,045,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T20:33:00.000000,047,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T20:33:00.000000,047,Dilution Cycle Started,Cycle #1 for VAV '19',['tvoc'],1
2025-08-20T20:33:00.000000,047,VAV Action,VAV '19' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-20T20:41:00.000000,042,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T20:41:00.000000,042,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-20T20:41:00.000000,052,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T20:43:00.000000,051,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T20:47:00.000000,052,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-20T20:47:00.000000,052,Dilution Cycle Started,Cycle #1 for VAV '15',['tvoc'],1
2025-08-20T20:47:00.000000,052,VAV Action,VAV '15' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-20T20:47:00.000000,095,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-20T20:50:00.000000,063,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
